title,ingredients,instructions,cuisine,servings,time_minutes,ingredient_list
Paneer Roti Salad,"paneer, roti, peas, cauliflower, garam masala, ginger, turmeric, ghee","Combine peas, paneer, and roti, dress with ghee and garam masala, toss well.",Indian,4,16,150g paneer; 1 roti; 1 peas; 3 cauliflower; 3 garam masala; 2 tbsp ginger; 3 turmeric; 3 tbsp ghee
Paneer Potato Stir-Fry (Style 2),"paneer, potato, peas, onion, spinach, cauliflower, garam masala, ginger, garlic, ghee","Heat oil in a wok, stir-fry paneer until cooked, add peas and garam masala, toss with potato and serve hot.",Indian,4,18,150g paneer; 2 potato; 1 peas; 1 onion; 1 spinach; 2 cauliflower; 1 garam masala; 1 tbsp ginger; 4 cloves garlic; 1 tbsp ghee
Egg Risotto Rice Soup,"egg, risotto rice, bell pepper, mushroom, oregano, garlic, parmesan","Simmer egg, bell pepper, and oregano in broth, add risotto rice near the end, season and serve.",Italian,4,45,1 egg; 3 risotto rice; 1 bell pepper; 1 mushroom; 3 oregano; 2 cloves garlic; 1 cup parmesan
Chickpeas Couscous Skillet (Style 3),"chickpeas, couscous, onion, tomato, cucumber, eggplant, mint, parsley, lemon, feta","Brown chickpeas in feta, add onion and mint, fold in couscous, cook until done.",Mediterranean,2,35,3 chickpeas; 150g couscous; 2 onion; 2 tomato; 3 cucumber; 3 eggplant; 3 mint; 1 parsley; 2 lemon; 150g feta
Pork Noodles Curry,"pork, noodles, snow peas, bell pepper, broccoli, ginger, soy sauce, vegetable oil","Saute ginger, add pork and snow peas, simmer in sauce until tender, serve over noodles.",Chinese,2,38,300g pork; 150g noodles; 2 snow peas; 2 bell pepper; 3 broccoli; 3 tbsp ginger; 3 soy sauce; 2 tbsp vegetable oil
Beef Potato Stir-Fry (Style 2),"beef, potato, tomato, corn, lettuce, paprika, mustard, garlic, olive oil","Heat oil in a wok, stir-fry beef until cooked, add tomato and paprika, toss with potato and serve hot.",American,2,25,400g beef; 3 potato; 3 tomato; 1 corn; 3 lettuce; 2 paprika; 2 mustard; 4 cloves garlic; 3 tbsp olive oil
Chickpeas Naan Tacos,"chickpeas, naan, cauliflower, peas, cumin, yogurt","Cook chickpeas with cumin, load into naan with cauliflower and yogurt.",Indian,6,20,2 chickpeas; 1 naan; 2 cauliflower; 1 peas; 1 cumin; 1 cup yogurt
Beef Bun Skillet (Style 2),"beef, bun, onion, tomato, corn, mustard, paprika, garlic, olive oil","Brown beef in olive oil, add onion and mustard, fold in bun, cook until done.",American,3,29,300g beef; 2 bun; 3 onion; 2 tomato; 1 corn; 1 mustard; 2 paprika; 2 cloves garlic; 1 tbsp olive oil
Turkey Rice Skillet,"turkey, rice, corn, mushroom, tomato, lettuce, paprika, garlic, mustard, mayo","Brown turkey in mayo, add corn and paprika, fold in rice, cook until done.",American,2,23,3 turkey; 250g rice; 2 corn; 2 mushroom; 1 tomato; 3 lettuce; 2 paprika; 4 cloves garlic; 1 mustard; 1 mayo
Sausage Bread Pasta (Style 2),"sausage, bread, bell pepper, mushroom, basil, tomato, onion, olive oil","Boil bread, saute sausage with onion, toss with bell pepper and olive oil.",Italian,3,23,2 sausage; 1 bread; 3 bell pepper; 1 mushroom; 2 basil; 3 tomato; 1 onion; 1 tbsp olive oil
Black Beans Bread Wrap,"black beans, bread, onion, corn, bell pepper, tomato, mustard, mayo","Fill bread with black beans, onion, and mayo, season with mustard, roll and serve.",American,3,11,1 black beans; 3 bread; 2 onion; 1 corn; 3 bell pepper; 1 tomato; 1 mustard; 3 mayo
Sausage Bread Soup,"sausage, bread, mushroom, spinach, tomato, oregano, onion, olive oil","Simmer sausage, mushroom, and oregano in broth, add bread near the end, season and serve.",Italian,6,41,2 sausage; 1 bread; 1 mushroom; 3 spinach; 2 tomato; 3 oregano; 3 onion; 2 tbsp olive oil
Egg Basmati Rice Soup (Style 3),"egg, basmati rice, cauliflower, peas, tomato, garam masala, cumin, oil","Simmer egg, cauliflower, and garam masala in broth, add basmati rice near the end, season and serve.",Indian,2,40,1 egg; 250g basmati rice; 3 cauliflower; 2 peas; 1 tomato; 2 garam masala; 3 cumin; 3 tbsp oil
Chickpeas Pita Skillet (Style 3),"chickpeas, pita, cucumber, spinach, eggplant, oregano, yogurt","Brown chickpeas in yogurt, add cucumber and oregano, fold in pita, cook until done.",Mediterranean,3,24,1 chickpeas; 1 pita; 3 cucumber; 2 spinach; 2 eggplant; 3 oregano; 2 cup yogurt
Pork Corn Soup,"pork, corn, bell pepper, jalapeno, avocado, garlic, cumin, olive oil","Simmer pork, bell pepper, and garlic in broth, add corn near the end, season and serve.",Mexican,2,48,300g pork; 3 corn; 2 bell pepper; 2 jalapeno; 2 avocado; 2 cloves garlic; 1 cumin; 1 tbsp olive oil
Turkey Potato Wrap (Style 2),"turkey, potato, corn, lettuce, tomato, onion, garlic, mayo","Fill potato with turkey, corn, and mayo, season with garlic, roll and serve.",American,6,12,3 turkey; 2 potato; 2 corn; 2 lettuce; 2 tomato; 2 onion; 3 cloves garlic; 1 mayo
Chicken Bread Skillet (Style 2),"chicken, bread, tomato, spinach, bell pepper, basil, onion, butter","Brown chicken in butter, add tomato and onion, fold in bread, cook until done.",Italian,3,29,150g chicken; 1 bread; 2 tomato; 3 spinach; 3 bell pepper; 1 basil; 2 onion; 2 tbsp butter
White Beans Pasta Skillet,"white beans, pasta, basil, tomato, spinach, mushroom, garlic, parmesan","Brown white beans in parmesan, add basil and garlic, fold in pasta, cook until done.",Italian,3,20,3 white beans; 300g pasta; 2 basil; 1 tomato; 1 spinach; 1 mushroom; 4 cloves garlic; 1 cup parmesan
Black Beans Corn Bowl (Style 2),"black beans, corn, avocado, onion, cumin, cilantro, cheese","Cook corn, top with seared black beans, fresh avocado, and a drizzle of cheese.",Mexican,3,29,3 black beans; 2 corn; 3 avocado; 1 onion; 1 cumin; 2 cilantro; 2 cup cheese
Beef Risotto Rice Salad (Style 3),"beef, risotto rice, bell pepper, zucchini, oregano, olive oil","Combine bell pepper, beef, and risotto rice, dress with olive oil and oregano, toss well.",Italian,4,15,200g beef; 2 risotto rice; 3 bell pepper; 2 zucchini; 2 oregano; 3 tbsp olive oil
Egg Taco Shells Tacos (Style 3),"egg, taco shells, jalapeno, onion, avocado, tomato, lime, olive oil","Cook egg with lime, load into taco shells with jalapeno and olive oil.",Mexican,3,27,2 egg; 2 taco shells; 2 jalapeno; 3 onion; 2 avocado; 2 tomato; 2 lime; 3 tbsp olive oil
Turkey Potato Stir-Fry (Style 2),"turkey, potato, lettuce, onion, tomato, paprika, garlic, mustard, butter","Heat oil in a wok, stir-fry turkey until cooked, add lettuce and paprika, toss with potato and serve hot.",American,2,20,3 turkey; 2 potato; 3 lettuce; 1 onion; 3 tomato; 1 paprika; 4 cloves garlic; 3 mustard; 2 tbsp butter
Tofu Soba Soup,"tofu, soba, mushroom, carrot, sesame, miso, garlic, vegetable oil","Simmer tofu, mushroom, and sesame in broth, add soba near the end, season and serve.",Japanese,3,48,300g tofu; 3 soba; 1 mushroom; 1 carrot; 2 sesame; 3 miso; 4 cloves garlic; 1 tbsp vegetable oil
Chicken Bulgur Tacos (Style 3),"chicken, bulgur, spinach, tomato, garlic, parsley, lemon, olive oil","Cook chicken with garlic, load into bulgur with spinach and olive oil.",Mediterranean,6,27,400g chicken; 250g bulgur; 1 spinach; 3 tomato; 4 cloves garlic; 3 parsley; 1 lemon; 2 tbsp olive oil
Chicken Bulgur Baked,"chicken, bulgur, tomato, eggplant, olive, mint, feta","Layer chicken, tomato, and bulgur, top with feta, bake until golden.",Mediterranean,2,51,300g chicken; 400g bulgur; 2 tomato; 3 eggplant; 2 olive; 3 mint; 400g feta
Pork Jasmine Rice Bowl,"pork, jasmine rice, broccoli, bell pepper, carrot, bean sprouts, lime, peanut","Cook jasmine rice, top with seared pork, fresh broccoli, and a drizzle of peanut.",Thai,6,24,300g pork; 150g jasmine rice; 3 broccoli; 3 bell pepper; 1 carrot; 2 bean sprouts; 3 lime; 2 peanut
Egg Basmati Rice Pasta,"egg, basmati rice, tomato, spinach, garam masala, turmeric, ginger, yogurt","Boil basmati rice, saute egg with garam masala, toss with tomato and yogurt.",Indian,6,27,3 egg; 250g basmati rice; 1 tomato; 3 spinach; 1 garam masala; 2 turmeric; 2 tbsp ginger; 2 cup yogurt
Chickpeas Bulgur Curry (Style 2),"chickpeas, bulgur, eggplant, cucumber, spinach, onion, oregano, mint, lemon, olive oil","Saute oregano, add chickpeas and eggplant, simmer in sauce until tender, serve over bulgur.",Mediterranean,6,39,3 chickpeas; 200g bulgur; 1 eggplant; 3 cucumber; 1 spinach; 2 onion; 3 oregano; 2 mint; 1 lemon; 3 tbsp olive oil
Shrimp Tortilla Soup,"shrimp, tortilla, avocado, bell pepper, cumin, cilantro, lime, sour cream","Simmer shrimp, avocado, and cumin in broth, add tortilla near the end, season and serve.",Mexican,4,45,400g shrimp; 2 tortilla; 1 avocado; 1 bell pepper; 3 cumin; 3 cilantro; 2 lime; 1 sour cream
Egg Rice Tacos (Style 2),"egg, rice, lettuce, tomato, onion, cilantro, lime, cheese","Cook egg with cilantro, load into rice with lettuce and cheese.",Mexican,3,22,3 egg; 150g rice; 2 lettuce; 1 tomato; 3 onion; 3 cilantro; 2 lime; 1 cup cheese
Beef Udon Stir-Fry (Style 2),"beef, udon, spinach, cabbage, soy sauce, sesame oil","Heat oil in a wok, stir-fry beef until cooked, add spinach and soy sauce, toss with udon and serve hot.",Japanese,3,18,200g beef; 1 udon; 1 spinach; 3 cabbage; 1 soy sauce; 2 tsp sesame oil
Chickpeas Rice Tacos (Style 2),"chickpeas, rice, eggplant, spinach, olive, onion, oregano, parsley, lemon, olive oil","Cook chickpeas with oregano, load into rice with eggplant and olive oil.",Mediterranean,4,22,2 chickpeas; 250g rice; 3 eggplant; 1 spinach; 1 olive; 2 onion; 2 oregano; 3 parsley; 1 lemon; 1 tbsp olive oil
White Beans Pasta Wrap (Style 3),"white beans, pasta, tomato, bell pepper, garlic, oregano, parmesan","Fill pasta with white beans, tomato, and parmesan, season with garlic, roll and serve.",Italian,3,13,1 white beans; 300g pasta; 1 tomato; 1 bell pepper; 4 cloves garlic; 2 oregano; 1 cup parmesan
Black Beans Pasta Pasta,"black beans, pasta, bell pepper, mushroom, corn, paprika, garlic, olive oil","Boil pasta, saute black beans with paprika, toss with bell pepper and olive oil.",American,2,23,1 black beans; 250g pasta; 1 bell pepper; 1 mushroom; 2 corn; 3 paprika; 3 cloves garlic; 2 tbsp olive oil
White Beans Gnocchi Skillet,"white beans, gnocchi, spinach, zucchini, bell pepper, garlic, butter","Brown white beans in butter, add spinach and garlic, fold in gnocchi, cook until done.",Italian,6,22,2 white beans; 2 gnocchi; 2 spinach; 3 zucchini; 3 bell pepper; 3 cloves garlic; 1 tbsp butter
Pork Jasmine Rice Curry (Style 3),"pork, jasmine rice, bean sprouts, carrot, broccoli, ginger, lime, vegetable oil","Saute ginger, add pork and bean sprouts, simmer in sauce until tender, serve over jasmine rice.",Thai,6,39,250g pork; 300g jasmine rice; 1 bean sprouts; 3 carrot; 3 broccoli; 3 tbsp ginger; 2 lime; 2 tbsp vegetable oil
White Beans Pasta Salad (Style 2),"white beans, pasta, basil, zucchini, spinach, oregano, parmesan","Combine basil, white beans, and pasta, dress with parmesan and oregano, toss well.",Italian,6,14,3 white beans; 150g pasta; 3 basil; 1 zucchini; 2 spinach; 2 oregano; 2 cup parmesan
Lentils Basmati Rice Soup (Style 2),"lentils, basmati rice, peas, spinach, garlic, cumin, oil","Simmer lentils, peas, and garlic in broth, add basmati rice near the end, season and serve.",Indian,4,36,3 lentils; 200g basmati rice; 2 peas; 2 spinach; 3 cloves garlic; 2 cumin; 2 tbsp oil
White Beans Pita Soup (Style 3),"white beans, pita, onion, eggplant, olive, spinach, garlic, oregano, mint, feta","Simmer white beans, onion, and garlic in broth, add pita near the end, season and serve.",Mediterranean,4,38,3 white beans; 1 pita; 3 onion; 2 eggplant; 3 olive; 3 spinach; 4 cloves garlic; 3 oregano; 1 mint; 400g feta
Pork Rice Noodles Wrap (Style 2),"pork, rice noodles, bell pepper, bean sprouts, carrot, lime, chili, garlic, peanut","Fill rice noodles with pork, bell pepper, and peanut, season with lime, roll and serve.",Thai,4,15,250g pork; 3 rice noodles; 2 bell pepper; 2 bean sprouts; 3 carrot; 3 lime; 1 chili; 2 cloves garlic; 1 peanut
Chicken Rice Noodles Pasta (Style 2),"chicken, rice noodles, broccoli, basil, carrot, bell pepper, chili, vegetable oil","Boil rice noodles, saute chicken with chili, toss with broccoli and vegetable oil.",Thai,4,30,150g chicken; 2 rice noodles; 2 broccoli; 3 basil; 3 carrot; 1 bell pepper; 1 chili; 1 tbsp vegetable oil
Black Beans Pasta Bowl (Style 2),"black beans, pasta, mushroom, lettuce, tomato, corn, garlic, cheese","Cook pasta, top with seared black beans, fresh mushroom, and a drizzle of cheese.",American,4,21,3 black beans; 250g pasta; 1 mushroom; 1 lettuce; 3 tomato; 3 corn; 2 cloves garlic; 2 cup cheese
Shrimp Gnocchi Skillet,"shrimp, gnocchi, mushroom, tomato, garlic, butter","Brown shrimp in butter, add mushroom and garlic, fold in gnocchi, cook until done.",Italian,2,35,400g shrimp; 1 gnocchi; 1 mushroom; 2 tomato; 3 cloves garlic; 3 tbsp butter
Shrimp Rice Bowl,"shrimp, rice, avocado, tomato, cilantro, garlic, olive oil","Cook rice, top with seared shrimp, fresh avocado, and a drizzle of olive oil.",Mexican,6,28,400g shrimp; 150g rice; 1 avocado; 2 tomato; 2 cilantro; 4 cloves garlic; 1 tbsp olive oil
Egg Taco Shells Salad,"egg, taco shells, jalapeno, avocado, onion, garlic, olive oil","Combine jalapeno, egg, and taco shells, dress with olive oil and garlic, toss well.",Mexican,6,14,2 egg; 1 taco shells; 3 jalapeno; 3 avocado; 1 onion; 3 cloves garlic; 2 tbsp olive oil
Egg Bulgur Tacos,"egg, bulgur, spinach, onion, tomato, cucumber, garlic, mint, parsley, feta","Cook egg with garlic, load into bulgur with spinach and feta.",Mediterranean,3,26,1 egg; 300g bulgur; 3 spinach; 2 onion; 2 tomato; 1 cucumber; 4 cloves garlic; 1 mint; 2 parsley; 150g feta
Bacon Potato Stir-Fry (Style 2),"bacon, potato, corn, onion, bell pepper, tomato, garlic, mayo","Heat oil in a wok, stir-fry bacon until cooked, add corn and garlic, toss with potato and serve hot.",American,6,16,2 bacon; 1 potato; 1 corn; 2 onion; 2 bell pepper; 2 tomato; 2 cloves garlic; 3 mayo
Beef Udon Soup,"beef, udon, cabbage, scallion, carrot, soy sauce, sesame oil","Simmer beef, cabbage, and soy sauce in broth, add udon near the end, season and serve.",Japanese,3,38,150g beef; 2 udon; 2 cabbage; 3 scallion; 2 carrot; 1 soy sauce; 2 tsp sesame oil
Bacon Potato Curry (Style 3),"bacon, potato, onion, bell pepper, tomato, mustard, mayo","Saute mustard, add bacon and onion, simmer in sauce until tender, serve over potato.",American,2,39,1 bacon; 2 potato; 2 onion; 2 bell pepper; 1 tomato; 1 mustard; 2 mayo
Lamb Basmati Rice Bowl (Style 3),"lamb, basmati rice, spinach, onion, cilantro, turmeric, garam masala, oil","Cook basmati rice, top with seared lamb, fresh spinach, and a drizzle of oil.",Indian,2,29,150g lamb; 150g basmati rice; 2 spinach; 1 onion; 1 cilantro; 1 turmeric; 1 garam masala; 1 tbsp oil
Shrimp Pasta Soup,"shrimp, pasta, zucchini, tomato, onion, oregano, butter","Simmer shrimp, zucchini, and onion in broth, add pasta near the end, season and serve.",Italian,4,50,200g shrimp; 400g pasta; 2 zucchini; 2 tomato; 1 onion; 3 oregano; 1 tbsp butter
Sausage Pasta Pasta (Style 3),"sausage, pasta, zucchini, mushroom, bell pepper, basil, garlic, parmesan","Boil pasta, saute sausage with garlic, toss with zucchini and parmesan.",Italian,3,30,2 sausage; 200g pasta; 1 zucchini; 2 mushroom; 1 bell pepper; 3 basil; 3 cloves garlic; 2 cup parmesan
Feta Couscous Skillet (Style 3),"feta, couscous, onion, eggplant, olive, cucumber, lemon, garlic, oregano, yogurt","Brown feta in yogurt, add onion and lemon, fold in couscous, cook until done.",Mediterranean,4,30,150g feta; 200g couscous; 1 onion; 1 eggplant; 3 olive; 1 cucumber; 2 lemon; 3 cloves garlic; 3 oregano; 2 cup yogurt
Beef Rice Tacos (Style 2),"beef, rice, onion, avocado, tomato, garlic, cilantro, cheese","Cook beef with garlic, load into rice with onion and cheese.",Mexican,4,24,200g beef; 300g rice; 1 onion; 3 avocado; 2 tomato; 3 cloves garlic; 2 cilantro; 2 cup cheese
Salmon Rice Tacos (Style 3),"salmon, rice, scallion, seaweed, carrot, spinach, garlic, soy sauce, vegetable oil","Cook salmon with garlic, load into rice with scallion and vegetable oil.",Japanese,3,29,250g salmon; 400g rice; 2 scallion; 2 seaweed; 1 carrot; 1 spinach; 3 cloves garlic; 1 soy sauce; 3 tbsp vegetable oil
Egg Roti Skillet (Style 3),"egg, roti, tomato, spinach, peas, cauliflower, garam masala, ghee","Brown egg in ghee, add tomato and garam masala, fold in roti, cook until done.",Indian,2,32,1 egg; 3 roti; 3 tomato; 3 spinach; 1 peas; 3 cauliflower; 2 garam masala; 1 tbsp ghee
Egg Rice Bowl (Style 2),"egg, rice, lettuce, tomato, onion, avocado, cumin, cheese","Cook rice, top with seared egg, fresh lettuce, and a drizzle of cheese.",Mexican,4,23,1 egg; 300g rice; 1 lettuce; 2 tomato; 3 onion; 1 avocado; 3 cumin; 2 cup cheese
Feta Rice Salad (Style 3),"feta, rice, olive, eggplant, onion, mint, olive oil","Combine olive, feta, and rice, dress with olive oil and mint, toss well.",Mediterranean,6,10,200g feta; 400g rice; 1 olive; 2 eggplant; 2 onion; 2 mint; 1 tbsp olive oil
Edamame Udon Curry,"edamame, udon, seaweed, spinach, garlic, ginger, vegetable oil","Saute garlic, add edamame and seaweed, simmer in sauce until tender, serve over udon.",Japanese,3,37,2 edamame; 1 udon; 2 seaweed; 3 spinach; 3 cloves garlic; 2 tbsp ginger; 3 tbsp vegetable oil
Tofu Noodles Bowl (Style 2),"tofu, noodles, carrot, bok choy, broccoli, soy sauce, garlic, sesame oil, vegetable oil","Cook noodles, top with seared tofu, fresh carrot, and a drizzle of vegetable oil.",Chinese,4,24,250g tofu; 150g noodles; 2 carrot; 1 bok choy; 1 broccoli; 3 soy sauce; 2 cloves garlic; 2 tsp sesame oil; 1 tbsp vegetable oil
Tofu Jasmine Rice Soup,"tofu, jasmine rice, broccoli, basil, carrot, lemongrass, garlic, vegetable oil","Simmer tofu, broccoli, and lemongrass in broth, add jasmine rice near the end, season and serve.",Thai,3,43,200g tofu; 300g jasmine rice; 3 broccoli; 1 basil; 2 carrot; 2 lemongrass; 4 cloves garlic; 3 tbsp vegetable oil
Lentils Roti Pasta (Style 2),"lentils, roti, onion, peas, spinach, garam masala, garlic, yogurt","Boil roti, saute lentils with garam masala, toss with onion and yogurt.",Indian,3,28,3 lentils; 1 roti; 3 onion; 2 peas; 2 spinach; 2 garam masala; 3 cloves garlic; 1 cup yogurt
White Beans Bread Skillet,"white beans, bread, bell pepper, spinach, tomato, onion, garlic, parmesan","Brown white beans in parmesan, add bell pepper and onion, fold in bread, cook until done.",Italian,6,20,3 white beans; 2 bread; 1 bell pepper; 3 spinach; 3 tomato; 3 onion; 4 cloves garlic; 2 cup parmesan
Chicken Rice Pasta (Style 2),"chicken, rice, avocado, jalapeno, cilantro, cheese","Boil rice, saute chicken with cilantro, toss with avocado and cheese.",Mexican,3,20,300g chicken; 300g rice; 1 avocado; 2 jalapeno; 3 cilantro; 2 cup cheese
Turkey Potato Salad (Style 3),"turkey, potato, lettuce, onion, mushroom, corn, mustard, garlic, paprika, mayo","Combine lettuce, turkey, and potato, dress with mayo and mustard, toss well.",American,2,19,1 turkey; 3 potato; 3 lettuce; 3 onion; 1 mushroom; 3 corn; 3 mustard; 3 cloves garlic; 2 paprika; 3 mayo
